index,year,week,deaths,year.month,n_days,deaths.s,pop.w,temp.max,temp.min,t.min2,t.min,t.max,share.80plus,deaths.pc,counter
2019.29,2019,29,1312,2019.07,0,1312,8.701077,22.23,13.14,0,0,2.2300000000000004,4.622222345663561,1.507859314427398e-4,10
2019.30,2019,30,1553,2019.07,0,1553,8.701077,31.77,16.76,0,0,11.77,4.622222345663561,1.7848365208123087e-4,10
2019.31,2019,31,1383,2019.08,0,1383,8.701077,23.49,13.57,0,0,3.4899999999999984,4.622222345663561,1.5894584084246121e-4,10
2019.32,2019,32,1348,2019.08,0,1348,8.701077,23.44,15.36,0,0,3.4400000000000013,4.622222345663561,1.5492335029330278e-4,10
2019.33,2019,33,1330,2019.08,0,1330,8.701077,20.37,12.4,0,0,0.370000000000001,4.622222345663561,1.528546408680213e-4,10
2019.34,2019,34,1312,2019.08,0,1312,8.701077,24.97,9.91,0,0,4.969999999999999,4.622222345663561,1.507859314427398e-4,10
2019.35,2019,35,1453,2019.09,0,1453,8.701077,26.59,12.5,0,0,6.59,4.622222345663561,1.6699082194077816e-4,10
2019.36,2019,36,1329,2019.09,0,1329,8.701077,18.69,8.94,0,0,0,4.622222345663561,1.5273971256661676e-4,10
2019.37,2019,37,1352,2019.09,0,1352,8.701077,20.19,8.11,0,0,0.19000000000000128,4.622222345663561,1.5538306349892087e-4,10
2019.38,2019,38,1314,2019.09,0,1314,8.701077,19.76,6.96,0,0,0,4.622222345663561,1.5101578804554885e-4,10
2019.39,2019,39,1376,2019.09,0,1376,8.701077,17.87,13.06,0,0,0,4.622222345663561,1.5814134273262954e-4,10
2019.40,2019,40,1347,2019.10,0,1347,8.701077,14.67,9.17,0,0,0,4.622222345663561,1.5480842199189825e-4,10
2019.41,2019,41,1431,2019.10,0,1431,8.701077,16.04,10.39,0,0,0,4.622222345663561,1.6446239930987855e-4,10
2019.42,2019,42,1469,2019.10,0,1469,8.701077,15.51,10.17,0,0,0,4.622222345663561,1.6882967476325057e-4,10
2019.43,2019,43,1431,2019.10,0,1431,8.701077,16.37,8.63,0,0,0,4.622222345663561,1.6446239930987855e-4,10
2019.44,2019,44,1443,2019.11,0,1443,8.701077,12.31,2.99,0.009999999999999787,0,0,4.622222345663561,1.6584153892673287e-4,10
2019.45,2019,45,1498,2019.11,0,1498,8.701077,10.6,4.44,0,0,0,4.622222345663561,1.7216259550398186e-4,10
2019.46,2019,46,1549,2019.11,0,1549,8.701077,7.27,2.16,0.8399999999999999,0,0,4.622222345663561,1.7802393887561278e-4,10
2019.47,2019,47,1595,2019.11,0,1595,8.701077,8.13,1.37,1.63,0,0,4.622222345663561,1.83310640740221e-4,10
2019.48,2019,48,1536,2019.12,0,1536,8.701077,9.53,3.2,0,0,0,4.622222345663561,1.765298709573539e-4,10
2019.49,2019,49,1546,2019.12,0,1546,8.701077,8.51,1.8,1.2,0,0,4.622222345663561,1.776791539713992e-4,10
2019.50,2019,50,1614,2019.12,0,1614,8.701077,7.67,3.79,0,0,0,4.622222345663561,1.8549427846690705e-4,10
2019.51,2019,51,1635,2019.12,0,1635,8.701077,10.8,5.69,0,0,0,4.622222345663561,1.879077727964021e-4,10
2019.52,2019,52,2003,2019.12,2,1557.888888888889,8.701077,6.94,2.46,0.54,0,0,4.622222345663561,2.3020138771326812e-4,10
2020.1,2020,1,1153,2020.01,-2,1614.2,8.759554,7.36,2.51,0.4900000000000002,0,0,4.722585011074195,1.3162770615946886e-4,11
2020.2,2020,2,1687,2020.01,0,1687,8.759554,9.63,5.01,0,0,0,4.722585011074195,1.9258971404251862e-4,11
2020.3,2020,3,1627,2020.01,0,1627,8.759554,10.29,4.43,0,0,0,4.722585011074195,1.8574005023543438e-4,11
2020.4,2020,4,1576,2020.01,0,1576,8.759554,5.36,-0.4,3.4,0.4,0,4.722585011074195,1.7991783599941277e-4,11
2020.5,2020,5,1586,2020.02,0,1586,8.759554,10.19,6.51,0,0,0,4.722585011074195,1.810594466339268e-4,11
2020.6,2020,6,1603,2020.02,0,1603,8.759554,9.5,2.74,0.2599999999999998,0,0,4.722585011074195,1.830001847126007e-4,11
2020.7,2020,7,1692,2020.02,0,1692,8.759554,10.46,5.33,0,0,0,4.722585011074195,1.9316051935977565e-4,11
2020.8,2020,8,1474,2020.02,0,1474,8.759554,10.26,5.11,0,0,0,4.722585011074195,1.6827340752736955e-4,11
2020.9,2020,9,1594,2020.03,0,1594,8.759554,8.83,2.53,0.4700000000000002,0,0,4.722585011074195,1.8197273514153803e-4,11
2020.10,2020,10,1588,2020.03,0,1588,8.759554,9.03,3.2,0,0,0,4.722585011074195,1.812877687608296e-4,11
2020.11,2020,11,1622,2020.03,0,1622,8.759554,11.29,5.34,0,0,0,4.722585011074195,1.8516924491817735e-4,11
2020.12,2020,12,1742,2020.03,0,1742,8.759554,11.13,2.91,0.08999999999999986,0,0,4.722585011074195,1.9886857253234583e-4,11
2020.13,2020,13,2092,2020.03,0,2092,8.759554,11.39,0.57,2.43,0,0,4.722585011074195,2.3882494474033726e-4,11
2020.14,2020,14,2418,2020.04,0,2418,8.759554,12.1,-1.03,4.03,1.03,0,4.722585011074195,2.76041451425495e-4,11
2020.15,2020,15,2453,2020.04,0,2453,8.759554,21.47,4.8,0,0,1.4699999999999989,4.722585011074195,2.800370886462941e-4,11
2020.16,2020,16,2180,2020.04,0,2180,8.759554,15.9,3.9,0,0,0,4.722585011074195,2.488711183240608e-4,11
2020.17,2020,17,1975,2020.04,0,1975,8.759554,18.73,6.21,0,0,0,4.722585011074195,2.2546810031652296e-4,11
2020.18,2020,18,1709,2020.05,0,1709,8.759554,15.51,6.09,0,0,0,4.722585011074195,1.951012574384495e-4,11
2020.19,2020,19,1525,2020.05,0,1525,8.759554,19.66,4.34,0,0,0,4.722585011074195,1.7409562176339116e-4,11
2020.20,2020,20,1358,2020.05,0,1358,8.759554,14.23,0.9,2.1,0,0,4.722585011074195,1.550307241670067e-4,11
2020.21,2020,21,1382,2020.05,0,1382,8.759554,21.39,10.33,0,0,1.3900000000000006,4.722585011074195,1.577705896898404e-4,11
2020.22,2020,22,1402,2020.06,0,1402,8.759554,21.87,8.4,0,0,1.870000000000001,4.722585011074195,1.6005381095886848e-4,11
2020.23,2020,23,1309,2020.06,0,1309,8.759554,19.83,10.01,0,0,0,4.722585011074195,1.494368320578879e-4,11
2020.24,2020,24,1375,2020.06,0,1375,8.759554,21.33,12.06,0,0,1.3299999999999983,4.722585011074195,1.5697146224568056e-4,11
2020.25,2020,25,1352,2020.06,0,1352,8.759554,22.81,12.56,0,0,2.8099999999999987,4.722585011074195,1.5434575778629827e-4,11
2020.26,2020,26,1342,2020.06,0,1342,8.759554,26.31,14.83,0,0,6.309999999999999,4.722585011074195,1.532041471517842e-4,11
2020.27,2020,27,1358,2020.07,0,1358,8.759554,20.24,14.43,0,0,0.23999999999999844,4.722585011074195,1.550307241670067e-4,11
2020.28,2020,28,1401,2020.07,0,1401,8.759554,18.74,9.6,0,0,0,4.722585011074195,1.5993964989541705e-4,11
2020.29,2020,29,1293,2020.07,0,1293,8.759554,22.04,11.44,0,0,2.039999999999999,4.722585011074195,1.476102550426654e-4,11
2020.30,2020,30,1354,2020.07,0,1354,8.759554,21.91,10.97,0,0,1.9100000000000001,4.722585011074195,1.5457407991320107e-4,11
2020.31,2020,31,1367,2020.08,0,1367,8.759554,24.09,12.06,0,0,4.09,4.722585011074195,1.560581737380693e-4,11
2020.32,2020,32,1321,2020.08,0,1321,8.759554,29.11,13.37,0,0,9.11,4.722585011074195,1.5080676481930472e-4,11
2020.33,2020,33,1668,2020.08,0,1668,8.759554,31.24,19.01,0,0,11.239999999999998,4.722585011074195,1.9042065383694193e-4,11
2020.34,2020,34,1434,2020.08,0,1434,8.759554,25.26,15.76,0,0,5.260000000000002,4.722585011074195,1.6370696498931337e-4,11
2020.35,2020,35,1386,2020.08,0,1386,8.759554,19.79,12.03,0,0,0,4.722585011074195,1.58227233943646e-4,11
2020.36,2020,36,1361,2020.09,0,1361,8.759554,19.63,10,0,0,0,4.722585011074195,1.5537320735736087e-4,11
2020.37,2020,37,1390,2020.09,0,1390,8.759554,20.33,9.56,0,0,0.3299999999999983,4.722585011074195,1.586838781974516e-4,11
2020.38,2020,38,1346,2020.09,0,1346,8.759554,24.26,9.31,0,0,4.260000000000002,4.722585011074195,1.5366079140558984e-4,11
2020.39,2020,39,1454,2020.09,0,1454,8.759554,19.17,9.24,0,0,0,4.722585011074195,1.659901862583415e-4,11
2020.40,2020,40,1499,2020.10,0,1499,8.759554,16.07,10.51,0,0,0,4.722585011074195,1.7112743411365467e-4,11
2020.41,2020,41,1449,2020.10,0,1449,8.759554,14.57,8.76,0,0,0,4.722585011074195,1.6541938094108446e-4,11
2020.42,2020,42,1607,2020.10,0,1607,8.759554,12.74,4.49,0,0,0,4.722585011074195,1.834568289664063e-4,11
2020.43,2020,43,1639,2020.10,0,1639,8.759554,16,9.41,0,0,0,4.722585011074195,1.871099829968512e-4,11
2020.44,2020,44,1822,2020.11,0,1822,8.759554,14.31,9.56,0,0,0,4.722585011074195,2.0800145760845816e-4,11
2020.45,2020,45,1733,2020.11,0,1733,8.759554,13.71,4.09,0,0,0,4.722585011074195,1.978411229612832e-4,11
2020.46,2020,46,1778,2020.11,0,1778,8.759554,14.67,8.16,0,0,0,4.722585011074195,2.0297837081659638e-4,11
2020.47,2020,47,1631,2020.11,0,1631,8.759554,11.73,6.89,0,0,0,4.722585011074195,1.8619669448923998e-4,11
2020.48,2020,48,1670,2020.11,0,1670,8.759554,8.09,2.93,0.06999999999999984,0,0,4.722585011074195,1.9064897596384476e-4,11
2020.49,2020,49,1760,2020.12,0,1760,8.759554,6.94,0.91,2.09,0,0,4.722585011074195,0.00020092347167447111,11
2020.50,2020,50,1765,2020.12,0,1765,8.759554,5.36,1.13,1.87,0,0,4.722585011074195,2.0149427699172812e-4,11
2020.51,2020,51,1954,2020.12,0,1954,8.759554,10.63,5.73,0,0,0,4.722585011074195,2.230707179840435e-4,11
2020.52,2020,52,3105,2020.12,4,1975.909090909091,8.759554,9.43,4.19,0,0,0,4.722585011074195,3.5447010201660953e-4,11
2021.1,2021,1,2899,2021.01,3,2029.3,8.788879,4.37,-0.54,3.54,0.54,0,4.799090608148647,3.298486644314935e-4,12
2021.2,2021,2,1905,2021.01,0,1905,8.788879,5.34,0.43,2.57,0,0,4.799090608148647,2.1675119204622116e-4,12
2021.3,2021,3,1963,2021.01,0,1963,8.788879,8.16,2.66,0.33999999999999986,0,0,4.799090608148647,2.233504409379171e-4,12
2021.4,2021,4,1846,2021.01,0,1846,8.788879,5.93,-0.07,3.07,0.07,0,4.799090608148647,2.100381630012201e-4,12
2021.5,2021,5,1785,2021.02,0,1785,8.788879,6.4,1.61,1.39,0,0,4.799090608148647,2.0309757364960878e-4,12
2021.6,2021,6,1768,2021.02,0,1768,8.788879,-1,-8.14,11.14,8.14,0,4.799090608148647,2.0116331104342206e-4,12
2021.7,2021,7,1834,2021.02,0,1834,8.788879,11.73,5.13,0,0,0,4.799090608148647,2.0867280116155883e-4,12
2021.8,2021,8,1580,2021.02,0,1580,8.788879,14.31,4.4,0,0,0,4.799090608148647,1.7977264222206267e-4,12
2021.9,2021,9,1552,2021.03,0,1552,8.788879,8.63,-1.14,4.14,1.14,0,4.799090608148647,1.765867979295198e-4,12
2021.10,2021,10,1623,2021.03,0,1623,8.788879,9.11,2.99,0.009999999999999787,0,0,4.799090608148647,1.846651888141821e-4,12
2021.11,2021,11,1486,2021.03,0,1486,8.788879,8.36,1.3,1.7,0,0,4.799090608148647,1.69077307811383e-4,12
2021.12,2021,12,1486,2021.03,0,1486,8.788879,11.76,3.03,0,0,0,4.799090608148647,1.69077307811383e-4,12
2021.13,2021,13,1541,2021.03,0,1541,8.788879,15.01,3.57,0,0,0,4.799090608148647,1.7533521624316366e-4,12
2021.14,2021,14,1509,2021.04,0,1509,8.788879,8.36,1.23,1.77,0,0,4.799090608148647,1.7169425133740037e-4,12
2021.15,2021,15,1547,2021.04,0,1547,8.788879,11.06,-0.8,3.8,0.8,0,4.799090608148647,1.7601789716299428e-4,12
2021.16,2021,16,1523,2021.04,0,1523,8.788879,13.5,1.87,1.13,0,0,4.799090608148647,1.7328717348367181e-4,12
2021.17,2021,17,1591,2021.04,0,1591,8.788879,12.74,3.19,0,0,0,4.799090608148647,1.810242239084188e-4,12
2021.18,2021,18,1481,2021.05,0,1481,8.788879,14.16,3.9,0,0,0,4.799090608148647,1.6850840704485748e-4,12
2021.19,2021,19,1447,2021.05,0,1447,8.788879,16.8,7.81,0,0,0,4.799090608148647,1.6463988183248397e-4,12
2021.20,2021,20,1505,2021.05,0,1505,8.788879,15.07,7.27,0,0,0,4.799090608148647,1.7123913072417997e-4,12
2021.21,2021,21,1396,2021.05,0,1396,8.788879,16.31,6.67,0,0,0,4.799090608148647,1.5883709401392376e-4,12
2021.22,2021,22,1527,2021.05,0,1527,8.788879,23.79,11.47,0,0,3.789999999999999,4.799090608148647,1.7374229409689224e-4,12
2021.23,2021,23,1459,2021.06,0,1459,8.788879,24.07,9.6,0,0,4.07,4.799090608148647,1.660052436721452e-4,12
2021.24,2021,24,1449,2021.06,0,1449,8.788879,26.07,14.36,0,0,6.07,4.799090608148647,1.648674421390942e-4,12
2021.25,2021,25,1330,2021.06,0,1330,8.788879,20.14,11.41,0,0,0.14000000000000057,4.799090608148647,1.5132760389578696e-4,12
2021.26,2021,26,1382,2021.06,0,1382,8.788879,20.93,12.89,0,0,0.9299999999999997,4.799090608148647,1.5724417186765229e-4,12
2021.27,2021,27,1416,2021.07,0,1416,8.788879,22.11,12.94,0,0,2.1099999999999994,4.799090608148647,1.6111269708002582e-4,12
2021.28,2021,28,1470,2021.07,0,1470,8.788879,22.63,14.86,0,0,2.629999999999999,4.799090608148647,1.6725682535850134e-4,12
2021.29,2021,29,1427,2021.07,0,1427,8.788879,23.54,12.04,0,0,3.539999999999999,4.799090608148647,1.6236427876638193e-4,12
2021.30,2021,30,1428,2021.07,0,1428,8.788879,21.11,13.1,0,0,1.1099999999999994,4.799090608148647,1.6247805891968705e-4,12
2021.31,2021,31,1533,2021.08,0,1533,8.788879,20.99,12.23,0,0,0.9899999999999984,4.799090608148647,1.7442497501672283e-4,12
2021.32,2021,32,1439,2021.08,0,1439,8.788879,22.93,12.47,0,0,2.9299999999999997,4.799090608148647,1.6372964060604316e-4,12
2021.33,2021,33,1469,2021.08,0,1469,8.788879,19.84,13.23,0,0,0,4.799090608148647,1.6714304520519624e-4,12
2021.34,2021,34,1464,2021.08,0,1464,8.788879,20.2,13.19,0,0,0.1999999999999993,4.799090608148647,1.6657414443867075e-4,12
2021.35,2021,35,1407,2021.08,0,1407,8.788879,21.16,12.1,0,0,1.1600000000000001,4.799090608148647,1.6008867570027987e-4,12
2021.36,2021,36,1590,2021.09,0,1590,8.788879,24.19,12.3,0,0,4.190000000000001,4.799090608148647,1.809104437551137e-4,12
2021.37,2021,37,1461,2021.09,0,1461,8.788879,20.8,11.03,0,0,0.8000000000000007,4.799090608148647,1.6623280397875544e-4,12
2021.38,2021,38,1466,2021.09,0,1466,8.788879,20.6,9.03,0,0,0.6000000000000014,4.799090608148647,1.6680170474528094e-4,12
2021.39,2021,39,1521,2021.09,0,1521,8.788879,16.99,10.67,0,0,0,4.799090608148647,1.730596131770616e-4,12
2021.40,2021,40,1561,2021.10,0,1561,8.788879,16.69,6.67,0,0,0,4.799090608148647,1.7761081930926572e-4,12
2021.41,2021,41,1515,2021.10,0,1515,8.788879,14.77,6.2,0,0,0,4.799090608148647,1.72376932257231e-4,12
2021.42,2021,42,1677,2021.10,0,1677,8.788879,14.96,6.67,0,0,0,4.799090608148647,1.9080931709265767e-4,12
2021.43,2021,43,1671,2021.10,0,1671,8.788879,15.43,8.81,0,0,0,4.799090608148647,1.9012663617282705e-4,12
2021.44,2021,44,1814,2021.11,0,1814,8.788879,11.44,4.01,0,0,0,4.799090608148647,2.063971980954568e-4,12
2021.45,2021,45,1856,2021.11,0,1856,8.788879,11.19,6.09,0,0,0,4.799090608148647,2.1117596453427108e-4,12
2021.46,2021,46,1968,2021.11,0,1968,8.788879,10.69,6.53,0,0,0,4.799090608148647,2.2391934170444265e-4,12
2021.47,2021,47,2023,2021.11,0,2023,8.788879,7.23,1.53,1.47,0,0,4.799090608148647,2.3017725013622331e-4,12
2021.48,2021,48,2172,2021.11,0,2172,8.788879,7.07,2.3,0.7000000000000002,0,0,4.799090608148647,2.471304929786836e-4,12
2021.49,2021,49,2128,2021.12,0,2128,8.788879,6.69,1.07,1.93,0,0,4.799090608148647,2.421241662332591e-4,12
2021.50,2021,50,2067,2021.12,0,2067,8.788879,9.61,6.24,0,0,0,4.799090608148647,2.3518357688164784e-4,12
2021.51,2021,51,1908,2021.12,0,1908,8.788879,5.16,-3.11,6.109999999999999,3.11,0,4.799090608148647,2.1709253250613646e-4,12
2021.52,2021,52,1338,2021.12,-2,1873.2,8.788879,12.33,8.59,0,0,0,4.799090608148647,1.5223784512222776e-4,12
2022.1,2022,1,2176,2022.01,2,1692.4444444444443,8.845204,7.8,1.4,1.6,0,0,4.84976924133427,2.4600902364716517e-4,13
2022.2,2022,2,1582,2022.01,0,1582,8.845204,5.71,1.37,1.63,0,0,4.84976924133427,1.7885398686112833e-4,13
2022.3,2022,3,1594,2022.01,0,1594,8.845204,7.23,1.3,1.7,0,0,4.84976924133427,1.8021065427094727e-4,13
2022.4,2022,4,1602,2022.01,0,1602,8.845204,7.74,4.09,0,0,0,4.84976924133427,1.8111509921082654e-4,13
2022.5,2022,5,1613,2022.01,0,1613,8.845204,8.97,4.59,0,0,0,4.84976924133427,1.8235871100316057e-4,13
2022.6,2022,6,1660,2022.02,0,1660,8.845204,9.23,2.51,0.4900000000000002,0,0,4.84976924133427,1.8767232502495137e-4,13
2022.7,2022,7,1697,2022.02,0,1697,8.845204,11.09,5.89,0,0,0,4.84976924133427,1.9185538287189304e-4,13
2022.8,2022,8,1627,2022.02,0,1627,8.845204,9.51,1.31,1.69,0,0,4.84976924133427,1.8394148964794932e-4,13
2022.9,2022,9,1597,2022.02,0,1597,8.845204,9.61,-0.77,3.77,0.77,0,4.84976924133427,1.80549821123402e-4,13
2022.10,2022,10,1688,2022.03,0,1688,8.845204,13.19,2.29,0.71,0,0,4.84976924133427,1.9083788231452885e-4,13
2022.11,2022,11,1765,2022.03,0,1765,8.845204,12.96,1.06,1.94,0,0,4.84976924133427,1.9954316486086698e-4,13
2022.12,2022,12,1851,2022.03,0,1851,8.845204,17.71,1.06,1.94,0,0,4.84976924133427,2.0926594796456924e-4,13
2022.13,2022,13,1833,2022.03,0,1833,8.845204,8.99,-0.01,3.01,0.01,0,4.84976924133427,2.072309468498409e-4,13
2022.14,2022,14,1871,2022.04,0,1871,8.845204,10.7,4.37,0,0,0,4.84976924133427,2.1152706031426745e-4,13
2022.15,2022,15,1815,2022.04,0,1815,8.845204,16.8,5.19,0,0,0,4.84976924133427,2.0519594573511249e-4,13
2022.16,2022,16,1681,2022.04,0,1681,8.845204,18.31,6.21,0,0,0,4.84976924133427,1.9004649299213448e-4,13
2022.17,2022,17,1623,2022.04,0,1623,8.845204,13.47,2.39,0.6099999999999999,0,0,4.84976924133427,1.8348926717800967e-4,13
2022.18,2022,18,1609,2022.05,0,1609,8.845204,18.24,5.26,0,0,0,4.84976924133427,1.8190648853322095e-4,13
2022.19,2022,19,1611,2022.05,0,1611,8.845204,21.71,8.67,0,0,1.7100000000000009,4.84976924133427,1.8213259976819076e-4,13
2022.20,2022,20,1595,2022.05,0,1595,8.845204,22.36,9.57,0,0,2.3599999999999994,4.84976924133427,1.8032370988843216e-4,13
2022.21,2022,21,1468,2022.05,0,1468,8.845204,17.5,8.91,0,0,0,4.84976924133427,1.6596564646784856e-4,13
2022.22,2022,22,1507,2022.05,0,1507,8.845204,19.54,8.03,0,0,0,4.84976924133427,1.7037481554976007e-4,13
2022.23,2022,23,1485,2022.06,0,1485,8.845204,20.24,11.61,0,0,0.23999999999999844,4.84976924133427,1.6788759196509204e-4,13
2022.24,2022,24,1510,2022.06,0,1510,8.845204,23.01,9.93,0,0,3.0100000000000016,4.84976924133427,1.7071398240221477e-4,13
2022.25,2022,25,1582,2022.06,0,1582,8.845204,23.36,11.89,0,0,3.3599999999999994,4.84976924133427,1.7885398686112833e-4,13
2022.26,2022,26,1634,2022.06,0,1634,8.845204,22.7,11.44,0,0,2.6999999999999993,4.84976924133427,1.8473287897034367e-4,13
2022.27,2022,27,1539,2022.07,0,1539,8.845204,21.39,11.1,0,0,1.3900000000000006,4.84976924133427,1.739925953092772e-4,13
2022.28,2022,28,1579,2022.07,0,1579,8.845204,24.21,10.31,0,0,4.210000000000001,4.84976924133427,1.785148200086736e-4,13
2022.29,2022,29,1582,2022.07,0,1582,8.845204,27.2,13.6,0,0,7.199999999999999,4.84976924133427,1.7885398686112833e-4,13
2022.30,2022,30,1602,2022.07,0,1602,8.845204,22.69,12.83,0,0,2.6900000000000013,4.84976924133427,1.8111509921082654e-4,13
2022.31,2022,31,1456,2022.08,0,1456,8.845204,24.83,11.51,0,0,4.829999999999998,4.84976924133427,1.6460897905802964e-4,13
2022.32,2022,32,1568,2022.08,0,1568,8.845204,29.46,12.89,0,0,9.46,4.84976924133427,1.772712082163396e-4,13
2022.33,2022,33,1598,2022.08,0,1598,8.845204,24.53,14.34,0,0,4.530000000000001,4.84976924133427,1.806628767408869e-4,13
2022.34,2022,34,1532,2022.08,0,1532,8.845204,26.04,14,0,0,6.039999999999999,4.84976924133427,1.7320120598688282e-4,13
2022.35,2022,35,1532,2022.08,0,1532,8.845204,24.89,12.69,0,0,4.890000000000001,4.84976924133427,1.7320120598688282e-4,13
2022.36,2022,36,1515,2022.09,0,1515,8.845204,23.66,12.93,0,0,3.66,4.84976924133427,1.7127926048963934e-4,13
2022.37,2022,37,1426,2022.09,0,1426,8.845204,19.07,10.76,0,0,0,4.84976924133427,1.612173105334823e-4,13
2022.38,2022,38,1523,2022.09,0,1523,8.845204,17.17,5.9,0,0,0,4.84976924133427,1.7218370542951863e-4,13
2022.39,2022,39,1591,2022.09,0,1591,8.845204,15.56,6.26,0,0,0,4.84976924133427,1.7987148741849254e-4,13
2022.40,2022,40,1641,2022.10,0,1641,8.845204,17.31,6.73,0,0,0,4.84976924133427,1.8552426829273808e-4,13
2022.41,2022,41,1615,2022.10,0,1615,8.845204,16.16,6.23,0,0,0,4.84976924133427,1.8258482223813038e-4,13
2022.42,2022,42,1755,2022.10,0,1755,8.845204,17.53,8.21,0,0,0,4.84976924133427,1.9841260868601785e-4,13
2022.43,2022,43,1725,2022.10,0,1725,8.845204,19.21,10.79,0,0,0,4.84976924133427,1.9502094016147055e-4,13
2022.44,2022,44,1654,2022.10,0,1654,8.845204,14.49,8.01,0,0,0,4.84976924133427,1.8699399132004189e-4,13
2022.45,2022,45,1640,2022.11,0,1640,8.845204,14.81,6.86,0,0,0,4.84976924133427,1.8541121267525316e-4,13
2022.46,2022,46,1692,2022.11,0,1692,8.845204,8.94,2.31,0.69,0,0,4.84976924133427,1.912901047844685e-4,13
2022.47,2022,47,1726,2022.11,0,1726,8.845204,9.81,4.51,0,0,0,4.84976924133427,1.9513399577895544e-4,13
2022.48,2022,48,1692,2022.11,0,1692,8.845204,6.34,1.81,1.19,0,0,4.84976924133427,1.912901047844685e-4,13
2022.49,2022,49,1843,2022.12,0,1843,8.845204,4.19,0.27,2.73,0,0,4.84976924133427,2.0836150302468997e-4,13
2022.50,2022,50,2007,2022.12,0,2007,8.845204,1.01,-6.44,9.440000000000001,6.44,0,4.84976924133427,2.2690262429221527e-4,13
2022.51,2022,51,2114,2022.12,0,2114,8.845204,10.3,6.47,0,0,0,4.84976924133427,2.3899957536310072e-4,13
2022.52,2022,52,1854,2022.12,-1,2163,8.845204,11.5,5.88,0,0,0,4.84976924133427,2.0960511481702397e-4,13
