index,year,week,deaths,year.month,n_days,deaths.s,pop.80plus,temp.max,temp.min,t.min2,t.min,t.max,deaths.pc,counter
2003.28,2003,28,1157,2003.07,0,1157,543970,NA,NA,NA,NA,NA,0.0021269555306358805,-6
2003.29,2003,29,1310,2003.07,0,1310,543970,NA,NA,NA,NA,NA,0.002408221041601559,-6
2003.30,2003,30,1255,2003.07,0,1255,543970,NA,NA,NA,NA,NA,0.002307112524587753,-6
2003.31,2003,31,1216,2003.08,0,1216,543970,NA,NA,NA,NA,NA,0.0022354173943415997,-6
2003.32,2003,32,1396,2003.08,0,1396,543970,NA,NA,NA,NA,NA,0.002566317995477692,-6
2003.33,2003,33,1412,2003.08,0,1412,543970,NA,NA,NA,NA,NA,0.0025957313822453443,-6
2003.34,2003,34,1225,2003.08,0,1225,543970,NA,NA,NA,NA,NA,0.002251962424398404,-6
2003.35,2003,35,1114,2003.09,0,1114,543970,NA,NA,NA,NA,NA,0.0020479070536978143,-6
2003.36,2003,36,1149,2003.09,0,1149,543970,NA,NA,NA,NA,NA,0.0021122488372520543,-6
2003.37,2003,37,1126,2003.09,0,1126,543970,NA,NA,NA,NA,NA,0.002069967093773554,-6
2003.38,2003,38,1260,2003.09,0,1260,543970,NA,NA,NA,NA,NA,0.0023163042079526446,-6
2003.39,2003,39,1206,2003.09,0,1206,543970,NA,NA,NA,NA,NA,0.002217034027611817,-6
2003.40,2003,40,1202,2003.10,0,1202,543970,NA,NA,NA,NA,NA,0.0022096806809199037,-6
2003.41,2003,41,1154,2003.10,0,1154,543970,NA,NA,NA,NA,NA,0.002121440520616946,-6
2003.42,2003,42,1211,2003.10,0,1211,543970,NA,NA,NA,NA,NA,0.002226225710976708,-6
2003.43,2003,43,1230,2003.10,0,1230,543970,NA,NA,NA,NA,NA,0.0022611541077632957,-6
2003.44,2003,44,1374,2003.11,0,1374,543970,NA,NA,NA,NA,NA,0.0025258745886721696,-6
2003.45,2003,45,1261,2003.11,0,1261,543970,NA,NA,NA,NA,NA,0.002318142544625623,-6
2003.46,2003,46,1207,2003.11,0,1207,543970,NA,NA,NA,NA,NA,0.0022188723642847952,-6
2003.47,2003,47,1251,2003.11,0,1251,543970,NA,NA,NA,NA,NA,0.0022997591778958397,-6
2003.48,2003,48,1302,2003.12,0,1302,543970,NA,NA,NA,NA,NA,0.0023935143482177327,-6
2003.49,2003,49,1235,2003.12,0,1235,543970,NA,NA,NA,NA,NA,0.0022703457911281873,-6
2003.50,2003,50,1368,2003.12,0,1368,543970,NA,NA,NA,NA,NA,0.0025148445686343,-6
2003.51,2003,51,1535,2003.12,0,1535,543970,NA,NA,NA,NA,NA,0.002821846793021674,-6
2003.52,2003,52,2352,2003.12,3,1646.4,543970,NA,NA,NA,NA,NA,0.004323767854844936,-6
2004.1,2004,1,1027,2004.01,-3,1797.25,558298,NA,NA,NA,NA,NA,0.0018395193964513576,-5
2004.2,2004,2,1818,2004.01,0,1818,558298,NA,NA,NA,NA,NA,0.003256325474925577,-5
2004.3,2004,3,1629,2004.01,0,1629,558298,NA,NA,NA,NA,NA,0.002917796588918463,-5
2004.4,2004,4,1504,2004.01,0,1504,558298,NA,NA,NA,NA,NA,0.0026939018230407417,-5
2004.5,2004,5,1495,2004.02,0,1495,558298,NA,NA,NA,NA,NA,0.002677781399897546,-5
2004.6,2004,6,1424,2004.02,0,1424,558298,NA,NA,NA,NA,NA,0.0025506091728790003,-5
2004.7,2004,7,1406,2004.02,0,1406,558298,NA,NA,NA,NA,NA,0.0025183683265926084,-5
2004.8,2004,8,1376,2004.02,0,1376,558298,NA,NA,NA,NA,NA,0.002464633582781955,-5
2004.9,2004,9,1360,2004.03,0,1360,558298,NA,NA,NA,NA,NA,0.0024359750527496067,-5
2004.10,2004,10,1364,2004.03,0,1364,558298,NA,NA,NA,NA,NA,0.002443139685257694,-5
2004.11,2004,11,1349,2004.03,0,1349,558298,NA,NA,NA,NA,NA,0.002416272313352367,-5
2004.12,2004,12,1386,2004.03,0,1386,558298,NA,NA,NA,NA,NA,0.002482545164052173,-5
2004.13,2004,13,1301,2004.03,0,1301,558298,NA,NA,NA,NA,NA,0.0023302967232553223,-5
2004.14,2004,14,1366,2004.04,0,1366,558298,NA,NA,NA,NA,NA,0.0024467220015117375,-5
2004.15,2004,15,1287,2004.04,0,1287,558298,NA,NA,NA,NA,NA,0.0023052205094770176,-5
2004.16,2004,16,1301,2004.04,0,1301,558298,NA,NA,NA,NA,NA,0.0023302967232553223,-5
2004.17,2004,17,1253,2004.04,0,1253,558298,NA,NA,NA,NA,NA,0.0022443211331582774,-5
2004.18,2004,18,1244,2004.05,0,1244,558298,NA,NA,NA,NA,NA,0.0022282007100150815,-5
2004.19,2004,19,1186,2004.05,0,1186,558298,NA,NA,NA,NA,NA,0.0021243135386478187,-5
2004.20,2004,20,1262,2004.05,0,1262,558298,NA,NA,NA,NA,NA,0.0022604415563014734,-5
2004.21,2004,21,1194,2004.05,0,1194,558298,NA,NA,NA,NA,NA,0.002138642803663993,-5
2004.22,2004,22,1189,2004.05,0,1189,558298,NA,NA,NA,NA,NA,0.0021296870130288843,-5
2004.23,2004,23,1237,2004.06,0,1237,558298,NA,NA,NA,NA,NA,0.002215662603125929,-5
2004.24,2004,24,1284,2004.06,0,1284,558298,NA,NA,NA,NA,NA,0.0022998470350959524,-5
2004.25,2004,25,1185,2004.06,0,1185,558298,NA,NA,NA,NA,NA,0.002122522380520797,-5
2004.26,2004,26,1142,2004.06,0,1142,558298,NA,NA,NA,NA,NA,0.002045502581058861,-5
2004.27,2004,27,1165,2004.07,0,1165,558298,NA,NA,NA,NA,NA,0.0020866992179803616,-5
2004.28,2004,28,1196,2004.07,0,1196,558298,NA,NA,NA,NA,NA,0.0021422251199180366,-5
2004.29,2004,29,1139,2004.07,0,1139,558298,NA,NA,NA,NA,NA,0.002040129106677796,-5
2004.30,2004,30,1144,2004.07,0,1144,558298,NA,NA,NA,NA,NA,0.0020490848973129046,-5
2004.31,2004,31,1123,2004.08,0,1123,558298,NA,NA,NA,NA,NA,0.0020114705766454475,-5
2004.32,2004,32,1287,2004.08,0,1287,558298,NA,NA,NA,NA,NA,0.0023052205094770176,-5
2004.33,2004,33,1389,2004.08,0,1389,558298,NA,NA,NA,NA,NA,0.002487918638433238,-5
2004.34,2004,34,1193,2004.08,0,1193,558298,NA,NA,NA,NA,NA,0.0021368516455369715,-5
2004.35,2004,35,1161,2004.08,0,1161,558298,NA,NA,NA,NA,NA,0.0020795345854722745,-5
2004.36,2004,36,1153,2004.09,0,1153,558298,NA,NA,NA,NA,NA,0.0020652053204561005,-5
2004.37,2004,37,1148,2004.09,0,1148,558298,NA,NA,NA,NA,NA,0.0020562495298209918,-5
2004.38,2004,38,1153,2004.09,0,1153,558298,NA,NA,NA,NA,NA,0.0020652053204561005,-5
2004.39,2004,39,1127,2004.09,0,1127,558298,NA,NA,NA,NA,NA,0.0020186352091535343,-5
2004.40,2004,40,1205,2004.10,0,1205,558298,NA,NA,NA,NA,NA,0.0021583455430612326,-5
2004.41,2004,41,1195,2004.10,0,1195,558298,NA,NA,NA,NA,NA,0.0021404339617910146,-5
2004.42,2004,42,1172,2004.10,0,1172,558298,NA,NA,NA,NA,NA,0.002099237324869514,-5
2004.43,2004,43,1211,2004.10,0,1211,558298,NA,NA,NA,NA,NA,0.0021690924918233634,-5
2004.44,2004,44,1214,2004.11,0,1214,558298,NA,NA,NA,NA,NA,0.0021744659662044285,-5
2004.45,2004,45,1208,2004.11,0,1208,558298,NA,NA,NA,NA,NA,0.0021637190174422978,-5
2004.46,2004,46,1189,2004.11,0,1189,558298,NA,NA,NA,NA,NA,0.0021296870130288843,-5
2004.47,2004,47,1195,2004.11,0,1195,558298,NA,NA,NA,NA,NA,0.0021404339617910146,-5
2004.48,2004,48,1220,2004.11,0,1220,558298,NA,NA,NA,NA,NA,0.0021852129149665593,-5
2004.49,2004,49,1293,2004.12,0,1293,558298,NA,NA,NA,NA,NA,0.0023159674582391484,-5
2004.50,2004,50,1248,2004.12,0,1248,558298,NA,NA,NA,NA,NA,0.0022353653425231687,-5
2004.51,2004,51,1354,2004.12,0,1354,558298,NA,NA,NA,NA,NA,0.0024252281039874764,-5
2004.52,2004,52,2443,2004.12,5,1425.0833333333333,558298,NA,NA,NA,NA,NA,0.004375799304314184,-5
2005.1,2005,1,1965,2005.01,2,1528.3333333333333,573573,NA,NA,NA,NA,NA,0.003425893478249499,-4
2005.2,2005,2,1461,2005.01,0,1461,573573,NA,NA,NA,NA,NA,0.0025471910288664217,-4
2005.3,2005,3,1467,2005.01,0,1467,573573,NA,NA,NA,NA,NA,0.002557651772311458,-4
2005.4,2005,4,1486,2005.01,0,1486,573573,NA,NA,NA,NA,NA,0.0025907774598874075,-4
2005.5,2005,5,1462,2005.01,0,1462,573573,NA,NA,NA,NA,NA,0.002548934486107261,-4
2005.6,2005,6,1529,2005.02,0,1529,573573,NA,NA,NA,NA,NA,0.0026657461212435036,-4
2005.7,2005,7,1608,2005.02,0,1608,573573,NA,NA,NA,NA,NA,0.002803479243269819,-4
2005.8,2005,8,1756,2005.02,0,1756,573573,NA,NA,NA,NA,NA,0.0030615109149140563,-4
2005.9,2005,9,1831,2005.02,0,1831,573573,NA,NA,NA,NA,NA,0.003192270207977014,-4
2005.10,2005,10,1831,2005.03,0,1831,573573,NA,NA,NA,NA,NA,0.003192270207977014,-4
2005.11,2005,11,1680,2005.03,0,1680,573573,NA,NA,NA,NA,NA,0.002929008164610259,-4
2005.12,2005,12,1600,2005.03,0,1600,573573,NA,NA,NA,NA,NA,0.0027895315853431035,-4
2005.13,2005,13,1409,2005.03,0,1409,573573,NA,NA,NA,NA,NA,0.0024565312523427705,-4
2005.14,2005,14,1392,2005.04,0,1392,573573,NA,NA,NA,NA,NA,0.0024268924792485,-4
2005.15,2005,15,1336,2005.04,0,1336,573573,NA,NA,NA,NA,NA,0.0023292588737614914,-4
2005.16,2005,16,1288,2005.04,0,1288,573573,NA,NA,NA,NA,NA,0.0022455729262011986,-4
2005.17,2005,17,1309,2005.04,0,1309,573573,NA,NA,NA,NA,NA,0.002282185528258827,-4
2005.18,2005,18,1307,2005.05,0,1307,573573,NA,NA,NA,NA,NA,0.0022786986137771476,-4
2005.19,2005,19,1219,2005.05,0,1219,573573,NA,NA,NA,NA,NA,0.002125274376583277,-4
2005.20,2005,20,1287,2005.05,0,1287,573573,NA,NA,NA,NA,NA,0.002243829468960359,-4
2005.21,2005,21,1314,2005.05,0,1314,573573,NA,NA,NA,NA,NA,0.002290902814463024,-4
2005.22,2005,22,1214,2005.05,0,1214,573573,NA,NA,NA,NA,NA,0.00211655709037908,-4
2005.23,2005,23,1151,2005.06,0,1151,573573,NA,NA,NA,NA,NA,0.002006719284206195,-4
2005.24,2005,24,1193,2005.06,0,1193,573573,NA,NA,NA,NA,NA,0.0020799444883214517,-4
2005.25,2005,25,1402,2005.06,0,1402,573573,NA,NA,NA,NA,NA,0.0024443270516568945,-4
2005.26,2005,26,1237,2005.06,0,1237,573573,NA,NA,NA,NA,NA,0.002156656606918387,-4
2005.27,2005,27,1100,2005.07,0,1100,573573,NA,NA,NA,NA,NA,0.0019178029649233837,-4
2005.28,2005,28,1161,2005.07,0,1161,573573,NA,NA,NA,NA,NA,0.0020241538566145895,-4
2005.29,2005,29,1150,2005.07,0,1150,573573,NA,NA,NA,NA,NA,0.0020049758269653556,-4
2005.30,2005,30,1090,2005.07,0,1090,573573,NA,NA,NA,NA,NA,0.0019003683925149894,-4
2005.31,2005,31,1048,2005.08,0,1048,573573,NA,NA,NA,NA,NA,0.001827143188399733,-4
2005.32,2005,32,1058,2005.08,0,1058,573573,NA,NA,NA,NA,NA,0.0018445777608081272,-4
2005.33,2005,33,1128,2005.08,0,1128,573573,NA,NA,NA,NA,NA,0.001966619767666888,-4
2005.34,2005,34,1112,2005.08,0,1112,573573,NA,NA,NA,NA,NA,0.001938724451813457,-4
2005.35,2005,35,1130,2005.08,0,1130,573573,NA,NA,NA,NA,NA,0.001970106682148567,-4
2005.36,2005,36,1181,2005.09,0,1181,573573,NA,NA,NA,NA,NA,0.0020590230014313786,-4
2005.37,2005,37,1086,2005.09,0,1086,573573,NA,NA,NA,NA,NA,0.0018933945635516316,-4
2005.38,2005,38,1054,2005.09,0,1054,573573,NA,NA,NA,NA,NA,0.0018376039318447695,-4
2005.39,2005,39,1124,2005.09,0,1124,573573,NA,NA,NA,NA,NA,0.00195964593870353,-4
2005.40,2005,40,1157,2005.10,0,1157,573573,NA,NA,NA,NA,NA,0.002017180027651232,-4
2005.41,2005,41,1186,2005.10,0,1186,573573,NA,NA,NA,NA,NA,0.0020677402876355757,-4
2005.42,2005,42,1217,2005.10,0,1217,573573,NA,NA,NA,NA,NA,0.0021217874621015983,-4
2005.43,2005,43,1190,2005.10,0,1190,573573,NA,NA,NA,NA,NA,0.0020747141165989333,-4
2005.44,2005,44,1077,2005.10,0,1077,573573,NA,NA,NA,NA,NA,0.0018777034483840767,-4
2005.45,2005,45,1185,2005.11,0,1185,573573,NA,NA,NA,NA,NA,0.002065996830394736,-4
2005.46,2005,46,1193,2005.11,0,1193,573573,NA,NA,NA,NA,NA,0.0020799444883214517,-4
2005.47,2005,47,1300,2005.11,0,1300,573573,NA,NA,NA,NA,NA,0.0022664944130912717,-4
2005.48,2005,48,1313,2005.11,0,1313,573573,NA,NA,NA,NA,NA,0.0022891593572221844,-4
2005.49,2005,49,1353,2005.12,0,1353,573573,NA,NA,NA,NA,NA,0.002358897646855762,-4
2005.50,2005,50,1333,2005.12,0,1333,573573,NA,NA,NA,NA,NA,0.0023240285020389734,-4
2005.51,2005,51,1344,2005.12,0,1344,573573,NA,NA,NA,NA,NA,0.002343206531688207,-4
2005.52,2005,52,1176,2005.12,-1,1372,573573,NA,NA,NA,NA,NA,0.0020503057152271814,-4
2006.1,2006,1,1637,2006.01,1,1432.375,587016,NA,NA,NA,NA,NA,0.0027886803766847923,-3
2006.2,2006,2,1516,2006.01,0,1516,587016,NA,NA,NA,NA,NA,0.00258255311609905,-3
2006.3,2006,3,1437,2006.01,0,1437,587016,NA,NA,NA,NA,NA,0.0024479741608405903,-3
2006.4,2006,4,1466,2006.01,0,1466,587016,NA,NA,NA,NA,NA,0.0024973765621379997,-3
2006.5,2006,5,1502,2006.01,0,1502,587016,NA,NA,NA,NA,NA,0.002558703680989956,-3
2006.6,2006,6,1464,2006.02,0,1464,587016,NA,NA,NA,NA,NA,0.0024939694999795577,-3
2006.7,2006,7,1539,2006.02,0,1539,587016,NA,NA,NA,NA,NA,0.0026217343309211335,-3
2006.8,2006,8,1476,2006.02,0,1476,587016,NA,NA,NA,NA,NA,0.0025144118729302097,-3
2006.9,2006,9,1515,2006.02,0,1515,587016,NA,NA,NA,NA,NA,0.002580849585019829,-3
2006.10,2006,10,1603,2006.03,0,1603,587016,NA,NA,NA,NA,NA,0.002730760319991278,-3
2006.11,2006,11,1454,2006.03,0,1454,587016,NA,NA,NA,NA,NA,0.0024769341891873477,-3
2006.12,2006,12,1557,2006.03,0,1557,587016,NA,NA,NA,NA,NA,0.0026523978903471115,-3
2006.13,2006,13,1551,2006.03,0,1551,587016,NA,NA,NA,NA,NA,0.0026421767038717855,-3
2006.14,2006,14,1369,2006.04,0,1369,587016,NA,NA,NA,NA,NA,0.002332134047453562,-3
2006.15,2006,15,1446,2006.04,0,1446,587016,NA,NA,NA,NA,NA,0.0024633059405535793,-3
2006.16,2006,16,1336,2006.04,0,1336,587016,NA,NA,NA,NA,NA,0.0022759175218392685,-3
2006.17,2006,17,1306,2006.04,0,1306,587016,NA,NA,NA,NA,NA,0.002224811589462638,-3
2006.18,2006,18,1299,2006.05,0,1299,587016,NA,NA,NA,NA,NA,0.002212886871908091,-3
2006.19,2006,19,1286,2006.05,0,1286,587016,NA,NA,NA,NA,NA,0.002190740967878218,-3
2006.20,2006,20,1262,2006.05,0,1262,587016,NA,NA,NA,NA,NA,0.0021498562219769137,-3
2006.21,2006,21,1179,2006.05,0,1179,587016,NA,NA,NA,NA,NA,0.00200846314240157,-3
2006.22,2006,22,1182,2006.05,0,1182,587016,NA,NA,NA,NA,NA,0.002013573735639233,-3
2006.23,2006,23,1271,2006.06,0,1271,587016,NA,NA,NA,NA,NA,0.0021651880016899027,-3
2006.24,2006,24,1385,2006.06,0,1385,587016,NA,NA,NA,NA,NA,0.002359390544721098,-3
2006.25,2006,25,1268,2006.06,0,1268,587016,NA,NA,NA,NA,NA,0.0021600774084522397,-3
2006.26,2006,26,1166,2006.06,0,1166,587016,NA,NA,NA,NA,NA,0.001986317238371697,-3
2006.27,2006,27,1399,2006.07,0,1399,587016,NA,NA,NA,NA,NA,0.002383239979830192,-3
2006.28,2006,28,1237,2006.07,0,1237,587016,NA,NA,NA,NA,NA,0.0021072679449963883,-3
2006.29,2006,29,1538,2006.07,0,1538,587016,NA,NA,NA,NA,NA,0.0026200307998419125,-3
2006.30,2006,30,1670,2006.07,0,1670,587016,NA,NA,NA,NA,NA,0.0028448969022990857,-3
2006.31,2006,31,1246,2006.07,0,1246,587016,NA,NA,NA,NA,NA,0.0021225997247093778,-3
2006.32,2006,32,1136,2006.08,0,1136,587016,NA,NA,NA,NA,NA,0.0019352113059950666,-3
2006.33,2006,33,1159,2006.08,0,1159,587016,NA,NA,NA,NA,NA,0.00197439252081715,-3
2006.34,2006,34,1123,2006.08,0,1123,587016,NA,NA,NA,NA,NA,0.0019130654019651934,-3
2006.35,2006,35,1158,2006.08,0,1158,587016,NA,NA,NA,NA,NA,0.001972688989737929,-3
2006.36,2006,36,1146,2006.09,0,1146,587016,NA,NA,NA,NA,NA,0.0019522466167872766,-3
2006.37,2006,37,1309,2006.09,0,1309,587016,NA,NA,NA,NA,NA,0.002229922182700301,-3
2006.38,2006,38,1193,2006.09,0,1193,587016,NA,NA,NA,NA,NA,0.002032312577510664,-3
2006.39,2006,39,1132,2006.09,0,1132,587016,NA,NA,NA,NA,NA,0.0019283971816781826,-3
2006.40,2006,40,1076,2006.10,0,1076,587016,NA,NA,NA,NA,NA,0.001832999441241806,-3
2006.41,2006,41,1098,2006.10,0,1098,587016,NA,NA,NA,NA,NA,0.0018704771249846682,-3
2006.42,2006,42,1143,2006.10,0,1143,587016,NA,NA,NA,NA,NA,0.0019471360235496136,-3
2006.43,2006,43,1153,2006.10,0,1153,587016,NA,NA,NA,NA,NA,0.0019641713343418236,-3
2006.44,2006,44,1170,2006.10,0,1170,587016,NA,NA,NA,NA,NA,0.001993131362688581,-3
2006.45,2006,45,1224,2006.11,0,1224,587016,NA,NA,NA,NA,NA,0.0020851220409665154,-3
2006.46,2006,46,1275,2006.11,0,1275,587016,NA,NA,NA,NA,NA,0.0021720021260067867,-3
2006.47,2006,47,1234,2006.11,0,1234,587016,NA,NA,NA,NA,NA,0.0021021573517587253,-3
2006.48,2006,48,1262,2006.11,0,1262,587016,NA,NA,NA,NA,NA,0.0021498562219769137,-3
2006.49,2006,49,1233,2006.12,0,1233,587016,NA,NA,NA,NA,NA,0.0021004538206795043,-3
2006.50,2006,50,1220,2006.12,0,1220,587016,NA,NA,NA,NA,NA,0.0020783079166496314,-3
2006.51,2006,51,1379,2006.12,0,1379,587016,NA,NA,NA,NA,NA,0.002349169358245772,-3
2006.52,2006,52,1379,2006.12,0,1379,587016,NA,NA,NA,NA,NA,0.002349169358245772,-3
2007.1,2007,1,1487,2007.01,0,1487,600842,NA,NA,NA,NA,NA,0.0024748602794078976,-2
2007.2,2007,2,1486,2007.01,0,1486,600842,NA,NA,NA,NA,NA,0.0024731959483524787,-2
2007.3,2007,3,1411,2007.01,0,1411,600842,NA,NA,NA,NA,NA,0.0023483711191960616,-2
2007.4,2007,4,1388,2007.01,0,1388,600842,NA,NA,NA,NA,NA,0.002310091504921427,-2
2007.5,2007,5,1450,2007.01,0,1450,600842,NA,NA,NA,NA,NA,0.0024132800303573983,-2
2007.6,2007,6,1410,2007.02,0,1410,600842,NA,NA,NA,NA,NA,0.0023467067881406426,-2
2007.7,2007,7,1406,2007.02,0,1406,600842,NA,NA,NA,NA,NA,0.002340049463918967,-2
2007.8,2007,8,1454,2007.02,0,1454,600842,NA,NA,NA,NA,NA,0.002419937354579074,-2
2007.9,2007,9,1474,2007.02,0,1474,600842,NA,NA,NA,NA,NA,0.002453223975687452,-2
2007.10,2007,10,1516,2007.03,0,1516,600842,NA,NA,NA,NA,NA,0.0025231258800150454,-2
2007.11,2007,11,1407,2007.03,0,1407,600842,NA,NA,NA,NA,NA,0.002341713794974386,-2
2007.12,2007,12,1383,2007.03,0,1383,600842,NA,NA,NA,NA,NA,0.0023017698496443323,-2
2007.13,2007,13,1385,2007.03,0,1385,600842,NA,NA,NA,NA,NA,0.00230509851175517,-2
2007.14,2007,14,1315,2007.04,0,1315,600842,NA,NA,NA,NA,NA,0.0021885953378758477,-2
2007.15,2007,15,1296,2007.04,0,1296,600842,NA,NA,NA,NA,NA,0.0021569730478228884,-2
2007.16,2007,16,1331,2007.04,0,1331,600842,NA,NA,NA,NA,NA,0.00221522463476255,-2
2007.17,2007,17,1337,2007.04,0,1337,600842,NA,NA,NA,NA,NA,0.0022252106210950634,-2
2007.18,2007,18,1316,2007.04,0,1316,600842,NA,NA,NA,NA,NA,0.0021902596689312667,-2
2007.19,2007,19,1300,2007.05,0,1300,600842,NA,NA,NA,NA,NA,0.002163630372044564,-2
2007.20,2007,20,1171,2007.05,0,1171,600842,NA,NA,NA,NA,NA,0.0019489316658955265,-2
2007.21,2007,21,1205,2007.05,0,1205,600842,NA,NA,NA,NA,NA,0.0020055189217797692,-2
2007.22,2007,22,1202,2007.05,0,1202,600842,NA,NA,NA,NA,NA,0.0020005259286135124,-2
2007.23,2007,23,1314,2007.06,0,1314,600842,NA,NA,NA,NA,NA,0.002186931006820429,-2
2007.24,2007,24,1237,2007.06,0,1237,600842,NA,NA,NA,NA,NA,0.002058777515553174,-2
2007.25,2007,25,1201,2007.06,0,1201,600842,NA,NA,NA,NA,NA,0.0019988615975580935,-2
2007.26,2007,26,1170,2007.06,0,1170,600842,NA,NA,NA,NA,NA,0.0019472673348401078,-2
2007.27,2007,27,1171,2007.07,0,1171,600842,NA,NA,NA,NA,NA,0.0019489316658955265,-2
2007.28,2007,28,1239,2007.07,0,1239,600842,NA,NA,NA,NA,NA,0.0020621061776640113,-2
2007.29,2007,29,1163,2007.07,0,1163,600842,NA,NA,NA,NA,NA,0.0019356170174521755,-2
2007.30,2007,30,1120,2007.07,0,1120,600842,NA,NA,NA,NA,NA,0.001864050782069163,-2
2007.31,2007,31,1198,2007.07,0,1198,600842,NA,NA,NA,NA,NA,0.0019938686043918367,-2
2007.32,2007,32,1242,2007.08,0,1242,600842,NA,NA,NA,NA,NA,0.002067099170830268,-2
2007.33,2007,33,1133,2007.08,0,1133,600842,NA,NA,NA,NA,NA,0.0018856870857896085,-2
2007.34,2007,34,1175,2007.08,0,1175,600842,NA,NA,NA,NA,NA,0.001955588990117202,-2
2007.35,2007,35,1081,2007.08,0,1081,600842,NA,NA,NA,NA,NA,0.001799141870907826,-2
2007.36,2007,36,1146,2007.09,0,1146,600842,NA,NA,NA,NA,NA,0.0019073233895100542,-2
2007.37,2007,37,1173,2007.09,0,1173,600842,NA,NA,NA,NA,NA,0.0019522603280063644,-2
2007.38,2007,38,1088,2007.09,0,1088,600842,NA,NA,NA,NA,NA,0.0018107921882957582,-2
2007.39,2007,39,1164,2007.09,0,1164,600842,NA,NA,NA,NA,NA,0.0019372813485075944,-2
2007.40,2007,40,1180,2007.10,0,1180,600842,NA,NA,NA,NA,NA,0.0019639106453942967,-2
2007.41,2007,41,1199,2007.10,0,1199,600842,NA,NA,NA,NA,NA,0.0019955329354472556,-2
2007.42,2007,42,1229,2007.10,0,1229,600842,NA,NA,NA,NA,NA,0.0020454628671098224,-2
2007.43,2007,43,1277,2007.10,0,1277,600842,NA,NA,NA,NA,NA,0.0021253507577699295,-2
2007.44,2007,44,1322,2007.10,0,1322,600842,NA,NA,NA,NA,NA,0.00220024565526378,-2
2007.45,2007,45,1264,2007.11,0,1264,600842,NA,NA,NA,NA,NA,0.002103714454049484,-2
2007.46,2007,46,1290,2007.11,0,1290,600842,NA,NA,NA,NA,NA,0.0021469870614903752,-2
2007.47,2007,47,1339,2007.11,0,1339,600842,NA,NA,NA,NA,NA,0.002228539283205901,-2
2007.48,2007,48,1412,2007.11,0,1412,600842,NA,NA,NA,NA,NA,0.0023500354502514805,-2
2007.49,2007,49,1446,2007.12,0,1446,600842,NA,NA,NA,NA,NA,0.002406622706135723,-2
2007.50,2007,50,1405,2007.12,0,1405,600842,NA,NA,NA,NA,NA,0.002338385132863548,-2
2007.51,2007,51,1443,2007.12,0,1443,600842,NA,NA,NA,NA,NA,0.002401629712969466,-2
2007.52,2007,52,1797,2007.12,1,1572.375,600842,NA,NA,NA,NA,NA,0.0029908029065877553,-2
2008.1,2008,1,1422,2008.01,-1,1659,615489,NA,NA,NA,NA,NA,0.0023103581055063534,-1
2008.2,2008,2,1702,2008.01,0,1702,615489,NA,NA,NA,NA,NA,0.002765280939220685,-1
2008.3,2008,3,1633,2008.01,0,1633,615489,NA,NA,NA,NA,NA,0.0026531749551982247,-1
2008.4,2008,4,1447,2008.01,0,1447,615489,NA,NA,NA,NA,NA,0.0023509762156594186,-1
2008.5,2008,5,1498,2008.02,0,1498,615489,NA,NA,NA,NA,NA,0.002433837160371672,-1
2008.6,2008,6,1451,2008.02,0,1451,615489,NA,NA,NA,NA,NA,0.002357475113283909,-1
2008.7,2008,7,1416,2008.02,0,1416,615489,NA,NA,NA,NA,NA,0.002300609759069618,-1
2008.8,2008,8,1523,2008.02,0,1523,615489,NA,NA,NA,NA,NA,0.002474455270524737,-1
2008.9,2008,9,1541,2008.03,0,1541,615489,NA,NA,NA,NA,NA,0.0025037003098349444,-1
2008.10,2008,10,1563,2008.03,0,1563,615489,NA,NA,NA,NA,NA,0.0025394442467696417,-1
2008.11,2008,11,1460,2008.03,0,1460,615489,NA,NA,NA,NA,NA,0.002372097632939013,-1
2008.12,2008,12,1385,2008.03,0,1385,615489,NA,NA,NA,NA,NA,0.0022502433024798167,-1
2008.13,2008,13,1471,2008.03,0,1471,615489,NA,NA,NA,NA,NA,0.0023899696014063614,-1
2008.14,2008,14,1473,2008.04,0,1473,615489,NA,NA,NA,NA,NA,0.002393219050218607,-1
2008.15,2008,15,1404,2008.04,0,1404,615489,NA,NA,NA,NA,NA,0.0022811130661961466,-1
2008.16,2008,16,1419,2008.04,0,1419,615489,NA,NA,NA,NA,NA,0.0023054839322879856,-1
2008.17,2008,17,1407,2008.04,0,1407,615489,NA,NA,NA,NA,NA,0.0022859872394145144,-1
2008.18,2008,18,1328,2008.05,0,1328,615489,NA,NA,NA,NA,NA,0.002157634011330828,-1
2008.19,2008,19,1429,2008.05,0,1429,615489,NA,NA,NA,NA,NA,0.0023217311763492118,-1
2008.20,2008,20,1354,2008.05,0,1354,615489,NA,NA,NA,NA,NA,0.002199876845890016,-1
2008.21,2008,21,1358,2008.05,0,1358,615489,NA,NA,NA,NA,NA,0.0022063757435145065,-1
2008.22,2008,22,1266,2008.06,0,1266,615489,NA,NA,NA,NA,NA,0.002056901098151226,-1
2008.23,2008,23,1226,2008.06,0,1226,615489,NA,NA,NA,NA,NA,0.0019919121219063216,-1
2008.24,2008,24,1277,2008.06,0,1277,615489,NA,NA,NA,NA,NA,0.0020747730666185746,-1
2008.25,2008,25,1210,2008.06,0,1210,615489,NA,NA,NA,NA,NA,0.00196591653140836,-1
2008.26,2008,26,1270,2008.06,0,1270,615489,NA,NA,NA,NA,NA,0.0020633999957757167,-1
