index,year,week,deaths,year.month,n_days,deaths.s,pop.0to65,temp.max,temp.min,t.min2,t.min,t.max,deaths.pc,counter
1996.44,1996,44,525,1996.10,0,525,13433017,NA,NA,NA,NA,NA,3.9082806193128466e-5,-13
1996.45,1996,45,487,1996.11,0,487,13433017,NA,NA,NA,NA,NA,3.6253955459149644e-5,-13
1996.46,1996,46,542,1996.11,0,542,13433017,NA,NA,NA,NA,NA,4.034834467938215e-5,-13
1996.47,1996,47,546,1996.11,0,546,13433017,NA,NA,NA,NA,NA,4.0646118440853605e-5,-13
1996.48,1996,48,518,1996.11,0,518,13433017,NA,NA,NA,NA,NA,3.8561702110553425e-5,-13
1996.49,1996,49,506,1996.12,0,506,13433017,NA,NA,NA,NA,NA,3.7668380826139055e-5,-13
1996.50,1996,50,531,1996.12,0,531,13433017,NA,NA,NA,NA,NA,3.952946683533565e-5,-13
1996.51,1996,51,532,1996.12,0,532,13433017,NA,NA,NA,NA,NA,3.9603910275703515e-5,-13
1996.52,1996,52,676,1996.12,2,525.7777777777778,13433017,NA,NA,NA,NA,NA,5.0323765688675894e-5,-13
1997.1,1997,1,386,1997.01,-2,540.4,13483268,NA,NA,NA,NA,NA,2.862807444011348e-5,-12
1997.2,1997,2,568,1997.01,0,568,13483268,NA,NA,NA,NA,NA,4.212628570462295e-5,-12
1997.3,1997,3,480,1997.01,0,480,13483268,NA,NA,NA,NA,NA,3.559967806024474e-5,-12
1997.4,1997,4,540,1997.01,0,540,13483268,NA,NA,NA,NA,NA,4.0049637817775336e-5,-12
1997.5,1997,5,495,1997.02,0,495,13483268,NA,NA,NA,NA,NA,3.671216799962739e-5,-12
1997.6,1997,6,481,1997.02,0,481,13483268,NA,NA,NA,NA,NA,3.567384405620359e-5,-12
1997.7,1997,7,514,1997.02,0,514,13483268,NA,NA,NA,NA,NA,3.812132192284541e-5,-12
1997.8,1997,8,508,1997.02,0,508,13483268,NA,NA,NA,NA,NA,3.767632594709235e-5,-12
1997.9,1997,9,520,1997.03,0,520,13483268,NA,NA,NA,NA,NA,3.8566317898598474e-5,-12
1997.10,1997,10,488,1997.03,0,488,13483268,NA,NA,NA,NA,NA,3.619300602791549e-5,-12
1997.11,1997,11,500,1997.03,0,500,13483268,NA,NA,NA,NA,NA,3.7082997979421604e-5,-12
1997.12,1997,12,467,1997.03,0,467,13483268,NA,NA,NA,NA,NA,3.463552011277978e-5,-12
1997.13,1997,13,481,1997.03,0,481,13483268,NA,NA,NA,NA,NA,3.567384405620359e-5,-12
1997.14,1997,14,506,1997.04,0,506,13483268,NA,NA,NA,NA,NA,3.7527993955174665e-5,-12
1997.15,1997,15,472,1997.04,0,472,13483268,NA,NA,NA,NA,NA,3.500635009257399e-5,-12
1997.16,1997,16,513,1997.04,0,513,13483268,NA,NA,NA,NA,NA,3.8047155926886566e-5,-12
1997.17,1997,17,486,1997.04,0,486,13483268,NA,NA,NA,NA,NA,3.60446740359978e-5,-12
1997.18,1997,18,525,1997.05,0,525,13483268,NA,NA,NA,NA,NA,3.893714787839269e-5,-12
1997.19,1997,19,492,1997.05,0,492,13483268,NA,NA,NA,NA,NA,3.648967001175086e-5,-12
1997.20,1997,20,482,1997.05,0,482,13483268,NA,NA,NA,NA,NA,3.574801005216243e-5,-12
1997.21,1997,21,483,1997.05,0,483,13483268,NA,NA,NA,NA,NA,3.582217604812127e-5,-12
1997.22,1997,22,489,1997.06,0,489,13483268,NA,NA,NA,NA,NA,3.626717202387433e-5,-12
1997.23,1997,23,509,1997.06,0,509,13483268,NA,NA,NA,NA,NA,3.775049194305119e-5,-12
1997.24,1997,24,515,1997.06,0,515,13483268,NA,NA,NA,NA,NA,3.819548791880425e-5,-12
1997.25,1997,25,476,1997.06,0,476,13483268,NA,NA,NA,NA,NA,3.530301407640937e-5,-12
1997.26,1997,26,465,1997.06,0,465,13483268,NA,NA,NA,NA,NA,3.448718812086209e-5,-12
1997.27,1997,27,467,1997.07,0,467,13483268,NA,NA,NA,NA,NA,3.463552011277978e-5,-12
1997.28,1997,28,504,1997.07,0,504,13483268,NA,NA,NA,NA,NA,3.737966196325698e-5,-12
1997.29,1997,29,475,1997.07,0,475,13483268,NA,NA,NA,NA,NA,3.522884808045053e-5,-12
1997.30,1997,30,479,1997.07,0,479,13483268,NA,NA,NA,NA,NA,3.55255120642859e-5,-12
1997.31,1997,31,485,1997.08,0,485,13483268,NA,NA,NA,NA,NA,3.5970508040038955e-5,-12
1997.32,1997,32,504,1997.08,0,504,13483268,NA,NA,NA,NA,NA,3.737966196325698e-5,-12
1997.33,1997,33,526,1997.08,0,526,13483268,NA,NA,NA,NA,NA,3.901131387435153e-5,-12
1997.34,1997,34,503,1997.08,0,503,13483268,NA,NA,NA,NA,NA,3.730549596729814e-5,-12
1997.35,1997,35,431,1997.09,0,431,13483268,NA,NA,NA,NA,NA,3.196554425826143e-5,-12
1997.36,1997,36,455,1997.09,0,455,13483268,NA,NA,NA,NA,NA,3.3745528161273664e-5,-12
1997.37,1997,37,457,1997.09,0,457,13483268,NA,NA,NA,NA,NA,3.389386015319135e-5,-12
1997.38,1997,38,491,1997.09,0,491,13483268,NA,NA,NA,NA,NA,3.6415504015792016e-5,-12
1997.39,1997,39,455,1997.09,0,455,13483268,NA,NA,NA,NA,NA,3.3745528161273664e-5,-12
1997.40,1997,40,477,1997.10,0,477,13483268,NA,NA,NA,NA,NA,3.5377180072368214e-5,-12
1997.41,1997,41,500,1997.10,0,500,13483268,NA,NA,NA,NA,NA,3.7082997979421604e-5,-12
1997.42,1997,42,493,1997.10,0,493,13483268,NA,NA,NA,NA,NA,3.65638360077097e-5,-12
1997.43,1997,43,485,1997.10,0,485,13483268,NA,NA,NA,NA,NA,3.5970508040038955e-5,-12
1997.44,1997,44,445,1997.11,0,445,13483268,NA,NA,NA,NA,NA,3.300386820168523e-5,-12
1997.45,1997,45,508,1997.11,0,508,13483268,NA,NA,NA,NA,NA,3.767632594709235e-5,-12
1997.46,1997,46,472,1997.11,0,472,13483268,NA,NA,NA,NA,NA,3.500635009257399e-5,-12
1997.47,1997,47,522,1997.11,0,522,13483268,NA,NA,NA,NA,NA,3.8714649890516154e-5,-12
1997.48,1997,48,543,1997.12,0,543,13483268,NA,NA,NA,NA,NA,4.0272135805651863e-5,-12
1997.49,1997,49,510,1997.12,0,510,13483268,NA,NA,NA,NA,NA,3.782465793901004e-5,-12
1997.50,1997,50,494,1997.12,0,494,13483268,NA,NA,NA,NA,NA,3.663800200366855e-5,-12
1997.51,1997,51,537,1997.12,0,537,13483268,NA,NA,NA,NA,NA,3.98271398298988e-5,-12
1997.52,1997,52,656,1997.12,3,459.2,13483268,NA,NA,NA,NA,NA,4.8652893349001146e-5,-12
1998.1,1998,1,270,1998.01,-3,472.5,13544473,NA,NA,NA,NA,NA,1.9934330409163946e-5,-11
1998.2,1998,2,432,1998.01,0,432,13544473,NA,NA,NA,NA,NA,3.1894928654662314e-5,-11
1998.3,1998,3,451,1998.01,0,451,13544473,NA,NA,NA,NA,NA,3.329771486864052e-5,-11
1998.4,1998,4,475,1998.01,0,475,13544473,NA,NA,NA,NA,NA,3.506965534945509e-5,-11
1998.5,1998,5,447,1998.02,0,447,13544473,NA,NA,NA,NA,NA,3.300239145517142e-5,-11
1998.6,1998,6,452,1998.02,0,452,13544473,NA,NA,NA,NA,NA,3.337154572200779e-5,-11
1998.7,1998,7,464,1998.02,0,464,13544473,NA,NA,NA,NA,NA,3.4257515962415074e-5,-11
1998.8,1998,8,477,1998.02,0,477,13544473,NA,NA,NA,NA,NA,3.521731705618964e-5,-11
1998.9,1998,9,533,1998.03,0,533,13544473,NA,NA,NA,NA,NA,3.9351844844756975e-5,-11
1998.10,1998,10,510,1998.03,0,510,13544473,NA,NA,NA,NA,NA,3.7653735217309675e-5,-11
1998.11,1998,11,523,1998.03,0,523,13544473,NA,NA,NA,NA,NA,3.861353631108423e-5,-11
1998.12,1998,12,514,1998.03,0,514,13544473,NA,NA,NA,NA,NA,3.7949058630778765e-5,-11
1998.13,1998,13,513,1998.03,0,513,13544473,NA,NA,NA,NA,NA,3.7875227777411494e-5,-11
1998.14,1998,14,540,1998.04,0,540,13544473,NA,NA,NA,NA,NA,3.986866081832789e-5,-11
1998.15,1998,15,512,1998.04,0,512,13544473,NA,NA,NA,NA,NA,3.780139692404422e-5,-11
1998.16,1998,16,519,1998.04,0,519,13544473,NA,NA,NA,NA,NA,3.831821289761514e-5,-11
1998.17,1998,17,442,1998.04,0,442,13544473,NA,NA,NA,NA,NA,3.263323718833505e-5,-11
1998.18,1998,18,497,1998.05,0,497,13544473,NA,NA,NA,NA,NA,3.669393412353511e-5,-11
1998.19,1998,19,494,1998.05,0,494,13544473,NA,NA,NA,NA,NA,3.647244156343329e-5,-11
1998.20,1998,20,491,1998.05,0,491,13544473,NA,NA,NA,NA,NA,3.625094900333147e-5,-11
1998.21,1998,21,475,1998.05,0,475,13544473,NA,NA,NA,NA,NA,3.506965534945509e-5,-11
1998.22,1998,22,516,1998.06,0,516,13544473,NA,NA,NA,NA,NA,3.8096720337513314e-5,-11
1998.23,1998,23,450,1998.06,0,450,13544473,NA,NA,NA,NA,NA,3.322388401527324e-5,-11
1998.24,1998,24,487,1998.06,0,487,13544473,NA,NA,NA,NA,NA,3.5955625589862374e-5,-11
1998.25,1998,25,534,1998.06,0,534,13544473,NA,NA,NA,NA,NA,3.9425675698124246e-5,-11
1998.26,1998,26,461,1998.06,0,461,13544473,NA,NA,NA,NA,NA,3.4036023402313254e-5,-11
1998.27,1998,27,476,1998.07,0,476,13544473,NA,NA,NA,NA,NA,3.514348620282236e-5,-11
1998.28,1998,28,507,1998.07,0,507,13544473,NA,NA,NA,NA,NA,3.7432242657207855e-5,-11
1998.29,1998,29,475,1998.07,0,475,13544473,NA,NA,NA,NA,NA,3.506965534945509e-5,-11
1998.30,1998,30,496,1998.07,0,496,13544473,NA,NA,NA,NA,NA,3.662010327016784e-5,-11
1998.31,1998,31,492,1998.08,0,492,13544473,NA,NA,NA,NA,NA,3.632477985669874e-5,-11
1998.32,1998,32,472,1998.08,0,472,13544473,NA,NA,NA,NA,NA,3.484816278935327e-5,-11
1998.33,1998,33,515,1998.08,0,515,13544473,NA,NA,NA,NA,NA,3.802288948414604e-5,-11
1998.34,1998,34,488,1998.08,0,488,13544473,NA,NA,NA,NA,NA,3.6029456443229645e-5,-11
1998.35,1998,35,503,1998.08,0,503,13544473,NA,NA,NA,NA,NA,3.713691924373876e-5,-11
1998.36,1998,36,513,1998.09,0,513,13544473,NA,NA,NA,NA,NA,3.7875227777411494e-5,-11
1998.37,1998,37,458,1998.09,0,458,13544473,NA,NA,NA,NA,NA,3.3814530842211434e-5,-11
1998.38,1998,38,520,1998.09,0,520,13544473,NA,NA,NA,NA,NA,3.839204375098241e-5,-11
1998.39,1998,39,502,1998.09,0,502,13544473,NA,NA,NA,NA,NA,3.706308839037148e-5,-11
1998.40,1998,40,506,1998.10,0,506,13544473,NA,NA,NA,NA,NA,3.735841180384058e-5,-11
1998.41,1998,41,464,1998.10,0,464,13544473,NA,NA,NA,NA,NA,3.4257515962415074e-5,-11
1998.42,1998,42,506,1998.10,0,506,13544473,NA,NA,NA,NA,NA,3.735841180384058e-5,-11
1998.43,1998,43,511,1998.10,0,511,13544473,NA,NA,NA,NA,NA,3.7727566070676946e-5,-11
1998.44,1998,44,523,1998.11,0,523,13544473,NA,NA,NA,NA,NA,3.861353631108423e-5,-11
1998.45,1998,45,492,1998.11,0,492,13544473,NA,NA,NA,NA,NA,3.632477985669874e-5,-11
1998.46,1998,46,503,1998.11,0,503,13544473,NA,NA,NA,NA,NA,3.713691924373876e-5,-11
1998.47,1998,47,538,1998.11,0,538,13544473,NA,NA,NA,NA,NA,3.9720999111593344e-5,-11
1998.48,1998,48,523,1998.11,0,523,13544473,NA,NA,NA,NA,NA,3.861353631108423e-5,-11
1998.49,1998,49,537,1998.12,0,537,13544473,NA,NA,NA,NA,NA,3.9647168258226066e-5,-11
1998.50,1998,50,557,1998.12,0,557,13544473,NA,NA,NA,NA,NA,4.1123785325571547e-5,-11
1998.51,1998,51,592,1998.12,0,592,13544473,NA,NA,NA,NA,NA,4.370786519342613e-5,-11
1998.52,1998,52,883,1998.12,4,561.9090909090909,13544473,NA,NA,NA,NA,NA,6.519264352330282e-5,-11
1999.1,1999,1,740,1999.01,3,518,13629291,NA,NA,NA,NA,NA,5.4294827221753505e-5,-10
1999.2,1999,2,529,1999.01,0,529,13629291,NA,NA,NA,NA,NA,3.881346432474e-5,-10
1999.3,1999,3,527,1999.01,0,527,13629291,NA,NA,NA,NA,NA,3.866672154846499e-5,-10
1999.4,1999,4,502,1999.01,0,502,13629291,NA,NA,NA,NA,NA,3.683243684502738e-5,-10
1999.5,1999,5,523,1999.02,0,523,13629291,NA,NA,NA,NA,NA,3.8373235995914976e-5,-10
1999.6,1999,6,509,1999.02,0,509,13629291,NA,NA,NA,NA,NA,3.734603656198991e-5,-10
1999.7,1999,7,507,1999.02,0,507,13629291,NA,NA,NA,NA,NA,3.71992937857149e-5,-10
1999.8,1999,8,495,1999.02,0,495,13629291,NA,NA,NA,NA,NA,3.631883712806484e-5,-10
1999.9,1999,9,516,1999.03,0,516,13629291,NA,NA,NA,NA,NA,3.785963627895244e-5,-10
1999.10,1999,10,529,1999.03,0,529,13629291,NA,NA,NA,NA,NA,3.881346432474e-5,-10
1999.11,1999,11,511,1999.03,0,511,13629291,NA,NA,NA,NA,NA,3.7492779338264915e-5,-10
1999.12,1999,12,515,1999.03,0,515,13629291,NA,NA,NA,NA,NA,3.778626489081494e-5,-10
1999.13,1999,13,511,1999.03,0,511,13629291,NA,NA,NA,NA,NA,3.7492779338264915e-5,-10
1999.14,1999,14,460,1999.04,0,460,13629291,NA,NA,NA,NA,NA,3.3750838543252176e-5,-10
1999.15,1999,15,467,1999.04,0,467,13629291,NA,NA,NA,NA,NA,3.426443826021471e-5,-10
1999.16,1999,16,491,1999.04,0,491,13629291,NA,NA,NA,NA,NA,3.602535157551482e-5,-10
1999.17,1999,17,514,1999.04,0,514,13629291,NA,NA,NA,NA,NA,3.771289350267743e-5,-10
1999.18,1999,18,488,1999.05,0,488,13629291,NA,NA,NA,NA,NA,3.5805237411102306e-5,-10
1999.19,1999,19,522,1999.05,0,522,13629291,NA,NA,NA,NA,NA,3.829986460777747e-5,-10
1999.20,1999,20,530,1999.05,0,530,13629291,NA,NA,NA,NA,NA,3.888683571287751e-5,-10
1999.21,1999,21,463,1999.05,0,463,13629291,NA,NA,NA,NA,NA,3.397095270766469e-5,-10
1999.22,1999,22,490,1999.05,0,490,13629291,NA,NA,NA,NA,NA,3.595198018737732e-5,-10
1999.23,1999,23,522,1999.06,0,522,13629291,NA,NA,NA,NA,NA,3.829986460777747e-5,-10
1999.24,1999,24,493,1999.06,0,493,13629291,NA,NA,NA,NA,NA,3.6172094351789835e-5,-10
1999.25,1999,25,487,1999.06,0,487,13629291,NA,NA,NA,NA,NA,3.573186602296481e-5,-10
1999.26,1999,26,552,1999.06,0,552,13629291,NA,NA,NA,NA,NA,4.050100625190261e-5,-10
1999.27,1999,27,475,1999.07,0,475,13629291,NA,NA,NA,NA,NA,3.485140936531475e-5,-10
1999.28,1999,28,488,1999.07,0,488,13629291,NA,NA,NA,NA,NA,3.5805237411102306e-5,-10
1999.29,1999,29,464,1999.07,0,464,13629291,NA,NA,NA,NA,NA,3.40443240958022e-5,-10
1999.30,1999,30,506,1999.07,0,506,13629291,NA,NA,NA,NA,NA,3.7125922397577394e-5,-10
1999.31,1999,31,514,1999.08,0,514,13629291,NA,NA,NA,NA,NA,3.771289350267743e-5,-10
1999.32,1999,32,509,1999.08,0,509,13629291,NA,NA,NA,NA,NA,3.734603656198991e-5,-10
1999.33,1999,33,527,1999.08,0,527,13629291,NA,NA,NA,NA,NA,3.866672154846499e-5,-10
1999.34,1999,34,566,1999.08,0,566,13629291,NA,NA,NA,NA,NA,4.152820568582768e-5,-10
1999.35,1999,35,486,1999.08,0,486,13629291,NA,NA,NA,NA,NA,3.56584946348273e-5,-10
1999.36,1999,36,503,1999.09,0,503,13629291,NA,NA,NA,NA,NA,3.690580823316488e-5,-10
1999.37,1999,37,512,1999.09,0,512,13629291,NA,NA,NA,NA,NA,3.756615072640242e-5,-10
1999.38,1999,38,496,1999.09,0,496,13629291,NA,NA,NA,NA,NA,3.6392208516202345e-5,-10
1999.39,1999,39,536,1999.09,0,536,13629291,NA,NA,NA,NA,NA,3.9327064041702535e-5,-10
1999.40,1999,40,479,1999.10,0,479,13629291,NA,NA,NA,NA,NA,3.514489491786477e-5,-10
1999.41,1999,41,479,1999.10,0,479,13629291,NA,NA,NA,NA,NA,3.514489491786477e-5,-10
1999.42,1999,42,537,1999.10,0,537,13629291,NA,NA,NA,NA,NA,3.940043542984004e-5,-10
1999.43,1999,43,497,1999.10,0,497,13629291,NA,NA,NA,NA,NA,3.646557990433985e-5,-10
1999.44,1999,44,518,1999.11,0,518,13629291,NA,NA,NA,NA,NA,3.800637905522745e-5,-10
1999.45,1999,45,498,1999.11,0,498,13629291,NA,NA,NA,NA,NA,3.6538951292477356e-5,-10
1999.46,1999,46,523,1999.11,0,523,13629291,NA,NA,NA,NA,NA,3.8373235995914976e-5,-10
